Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
1523,1,2012-06-17 23:14:47.040,alexanderpine,2012-06-17 23:14:47.040,NULL,NULL,NULL,NULL,0,0,0
1524,101,2012-06-18 00:41:40.930,Steve,2012-06-18 00:41:40.930,http://123host.com.au,Australia,59,<p>Not a lot really</p>,1,0,0
1525,25245,2012-06-18 10:10:32.290,Oliver_C,2014-09-13 11:51:09.920,http://noneIwouldlikeyoutoknowof,Austria,37,"<p>""<strong><em>To avoid criticism do nothing, say nothing, be nothing.</strong>.</em>"" <br/><sub>(Elbert Hubbard)</sub></p>  <p><br/>I studied Physics at the <a href=""http://www.univie.ac.at/en/"" rel=""nofollow"">University of Vienna</a>, but I'm interested in all natural sciences. </p>  <p>Since I don't believe in life after death I try to explore and learn as much as I can about this world.</p>",828,758,0
1529,101,2012-06-19 04:34:48.843,DevT,2013-12-05 10:08:25.337,NULL,"Colombo, Sri Lanka",NULL,<p>.net developer</p>,1,0,0
1530,101,2012-06-19 06:53:53.583,QuickSilver,2014-08-20 12:49:46.433,NULL,"Kottayam, India",27,"<pre><code>php, yii, python, django, drupal, wordpress </code></pre>",0,21,0
1532,103,2012-06-19 15:57:21.943,shiplu.mokadd.im,2012-12-21 23:45:27.303,http://shiplu.mokadd.im,"Dhaka, Bangladesh",32,"<p>Me, a learner, explorer.</p>  <h3>Some of my answers.</h3>  <ol> <li><a href=""http://stackoverflow.com/questions/8826908/what-is-the-best-way-to-find-difference-between-2-large-arrays/8827033#8827033"">Best way to find differences between two large arrays in PHP</a></li> <li><a href=""http://stackoverflow.com/questions/9448424/detecting-if-cookies-are-enabled-in-php/9448539#9448539"">Detect if cookies are enabled in PHP</a></li> <li><a href=""http://stackoverflow.com/questions/8967947/can-i-open-socket-in-php-from-a-specific-ip-if-the-machine-has-two-ips/8968016#8968016"">Can I open socket in PHP from a specific IP (if the machine has two IPs)?</a></li> <li><a href=""http://stackoverflow.com/questions/8879301/performance-of-copying-a-file-with-fread-fwrite-to-usb/8879583#8879583"">Performance of copying a file with fread/fwrite to USB</a></li> <li><a href=""http://stackoverflow.com/questions/9048360/how-to-extract-relative-url-from-argument-values-from-request-string/9048444#9048444"">How to extract relative URL from argument values from request string?</a></li> <li><a href=""http://stackoverflow.com/questions/8919550/capture-image-with-imagegrabscreen-and-wamp/9033112#9033112"">Capture image with imagegrabscreen and Wamp</a></li> <li><a href=""http://stackoverflow.com/questions/8695726/would-this-be-enough-to-deter-a-robot/8695827#8695827"">Would this be enough to deter a robot?</a></li> <li><a href=""http://stackoverflow.com/questions/9449825/what-is-the-php-exec-return-value/9449861#9449861"">What is the PHP exec() return value?</a></li> <li><a href=""http://stackoverflow.com/questions/9250129/if-domain-a-has-an-iframe-of-domain-b-which-has-an-iframe-of-domain-a-can-doma/9250220#9250220"">If domain A has an iframe of domain B, which has an iframe of domain A, can domain A access the cookies of domain B?</a></li> <li><a href=""http://stackoverflow.com/questions/9144825/php-check-is-site-is-down/9145124#9145124"">PHP: check if a site is down</a></li> <li><a href=""http://stackoverflow.com/questions/8994593/how-to-reroute-stdout-stderr-back-to-dev-tty/8995179#8995179"">How to reroute STDOUT, STDERR back to /dev/tty</a></li> <li><a href=""http://stackoverflow.com/questions/9549649/can-you-use-select-join-for-questions-and-its-tags/9549740#9549740"">Can you use SELECT JOIN for questions and its tags?</a></li> <li><a href=""http://stackoverflow.com/questions/10785283/splitting-huge-sql-dump-file-in-smallest-chunks-possible/10785411#10785411"">Splitting huge sql dump file in smallest chunks possible</a></li> </ol>",3,3,0
1533,124,2012-06-19 16:28:18.117,Ivan Buttinoni,2013-08-30 13:49:01.263,NULL,NULL,NULL,NULL,4,0,0
1534,175,2012-06-19 17:19:43.960,Andrew,2013-12-26 08:46:34.137,,"Shenzhen, China",16,<p>CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW CAW</p>,2,3,0
1536,101,2012-06-19 23:28:21.787,Edgar,2012-07-23 14:36:38.247,NULL,NULL,NULL,"<p><img src=""http://i.imgur.com/dvupH.jpg"" alt=""alt text""></p>",1,0,0
1538,41,2012-06-20 10:56:30.267,اليكس,2012-06-23 03:08:58.087,NULL,NULL,NULL,NULL,1,0,0
1539,244,2012-06-20 11:54:17.780,Martin,2014-08-31 11:53:22.567,NULL,NULL,NULL,NULL,8,32,0
1540,101,2012-06-20 21:01:58.197,Cyrille Ka,2012-11-06 21:52:01.747,http://www.nnamrak.org,"Montreal, Canada",38,NULL,1,2,0
1541,101,2012-06-21 03:09:41.017,HappyDeveloper,2012-06-21 20:40:51.657,NULL,NULL,NULL,NULL,0,0,0
1542,1,2012-06-21 04:29:02.387,DukeBrymin,2012-06-21 04:29:02.387,NULL,NULL,NULL,NULL,0,0,0
1543,101,2012-06-21 07:18:39.700,Prateek Singh,2013-01-11 09:33:00.657,NULL,NULL,NULL,NULL,0,0,0
1544,21,2012-06-21 07:39:38.287,tam,2012-06-21 07:39:38.287,NULL,NULL,NULL,NULL,9,0,0
1545,1,2012-06-21 07:53:29.700,Gilad,2012-06-21 07:53:29.700,NULL,NULL,NULL,<p>Undergrad studying statistics at the University of Washington. Film and Television enthusiast.</p>,0,0,0
1546,101,2012-06-21 10:41:30.340,MaddHacker,2014-03-26 21:44:17.467,http://www.maddhacker.com,"London, United Kingdom",34,<p>Software developer and entrepreneur with businesses in the UK and US.</p>,1,1,0
1547,241,2012-06-21 22:17:54.530,Cine Esgoto,2014-02-05 20:36:49.703,,NULL,NULL,"<p>Visit / Visite <a href=""http://cineesgoto.bugs3.com/"" rel=""nofollow"">cineesgoto.bugs3.com</a> - <strong><em>The Cine Sewer</em></strong>.</p>",12,53,2
1548,554,2012-06-21 22:21:36.363,David Harkness,2014-07-19 08:08:01.793,NULL,California,NULL,NULL,32,294,2
1549,31,2012-06-22 04:46:13.603,Yomama,2012-06-22 04:46:13.603,NULL,NULL,NULL,NULL,0,0,0
1550,1,2012-06-22 05:04:40.757,Arjun Attam,2012-06-23 09:57:48.487,NULL,NULL,NULL,NULL,0,0,0
1552,1,2012-06-22 07:07:59.090,buzznfrog,2014-07-07 13:53:15.220,NULL,Austria,23,NULL,0,0,0
1553,101,2012-06-22 09:47:21.877,Ajit S,2012-07-04 07:56:15.730,http://www.qed42.com,"Pune, India",25,"<p>Drupal &lt;3</p>  <p><a href=""https://drupal.org/user/981944"" rel=""nofollow"">https://drupal.org/user/981944</a></p>",0,0,0
1555,228,2012-06-22 16:27:53.730,Marco Mustapic,2012-07-11 14:46:00.903,http://www.agilar.org,Argentina,37,"<p>I'm a Coder, working on iOS games and apps right now.</p>",1,0,0
1556,101,2012-06-22 16:46:47.423,Andres F.,2014-06-29 20:18:45.160,NULL,Argentina,37,<p>Software developer and science fiction fan.</p>,0,2,0
1558,101,2012-06-23 12:07:54.590,Martheen,2014-03-27 08:12:40.710,NULL,NULL,NULL,NULL,0,85,0
1559,11,2012-06-23 17:09:01.663,Jason Stirrat,2012-06-23 18:40:24.017,NULL,NULL,NULL,NULL,0,0,0
1560,19,2012-06-23 22:36:08.630,Henry,2012-06-27 21:15:56.303,NULL,NULL,NULL,NULL,4,0,0
1562,1,2012-06-24 10:41:09.667,Omkar,2012-06-24 10:41:09.667,https://sites.google.com/site/omkarbait15/,India,NULL,NULL,0,0,0
1563,379,2012-06-25 00:46:43.930,Jaydles,2014-09-12 22:15:55.183,http://twitter.com/@jayhanlon,"New York, NY",39,"<p>I am:  </p>  <ul> <li><strong>VP of Community Growth at <a href=""http://blog.stackexchange.com"">StackExchange</a>.</strong></li> <li><strong><a href=""http://imgur.com/9k3OF"" rel=""nofollow"">Griffin</a> and <a href=""http://i.imgur.com/7ukhBjd.jpg"" rel=""nofollow"">Maeve's</a> dad.</strong></li> <li><strong>Not tall.</strong>  </li> </ul>  <p>I'm pretty much always <em>trying</em> to be helpful.  If I'm not <em>succeeding</em>, just let me know.  </p>  <p>Okay, so maybe I wasn't trying that hard in the question below.  But usually.<br> <a href=""http://meta.stackexchange.com/questions/46433/france-is-not-within-30-miles-of-london/56138#56138"">France is not within 30 miles of London.</a></p>  <p><a href=""http://stackexchange.com/users/140824""> <img src=""http://stackexchange.com/users/flair/140824.png"" width=""208"" height=""58"" alt=""profile for Jaydles on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for Jaydles on Stack Exchange, a network of free, community-driven Q&amp;A sites""> </a></p>",17,26,0
1564,101,2012-06-25 09:55:22.360,Vaibhav Bajpai,2012-09-01 18:40:35.547,http://www.vaibhavbajpai.com,Germany,27,"<p>PhD Student<br> <a href=""http://cnds.eecs.jacobs-university.de"" rel=""nofollow"">Computer Networks and Distributed Systems Group &rarr;</a><br> <a href=""http://www.jacobs-university.de"" rel=""nofollow"">Jacobs University Bremen &rarr;</a>  </p>",0,0,0
1565,1,2012-06-25 11:38:57.367,Tilman Thiry,2013-11-12 11:50:52.137,NULL,NULL,NULL,NULL,1,0,0
1566,31,2012-06-25 17:31:27.160,Michelle,2012-06-25 17:31:27.160,NULL,NULL,NULL,NULL,4,0,0
1567,101,2012-06-25 19:17:16.180,jackwanders,2012-06-26 01:33:04.757,NULL,"Silver Spring, MD",33,"<p><a href=""http://jsfiddle.net/jackwanders/XWCG3/"" rel=""nofollow"">jsFiddle Base (jQuery, underscore, Twitter Bootstrap)</a></p>",1,0,0
1568,101,2012-06-25 19:59:31.367,Jesse Atkinson,2012-06-25 19:59:31.367,http://jesseatkinson.org,"Detroit, Michigan",29,<p>Detroit web dev.</p>,0,0,0
1569,61,2012-06-26 08:23:29.547,Nyx,2014-02-19 06:55:22.993,,NULL,NULL,,0,0,0
1570,101,2012-06-26 13:35:13.407,Matthew Crumley,2014-09-05 15:17:35.103,http://silentmatt.com,"St Petersburg, FL",31,"<p>I'm a programmer from the Tampa/St. Petersburg, Florida area.</p>  <p>My primary programming interests are ASP.NET/C#, JavaScript, PHP, and some C++ for fun.</p>",2,1,0
1571,101,2012-06-26 15:42:34.197,Highrule,2012-06-26 15:42:34.197,http://www.google.com,"St. Louis, MO",26,<p>Video game programmer with plenty of experience all over the place.</p>,3,2,0
1572,416,2012-06-26 19:27:47.400,Rasmus Faber,2014-05-01 12:51:05.987,http://dk.linkedin.com/pub/rasmus-faber-espensen/5/92/880,"Aalborg, Denmark",39,"<p>Software Architect at <a href=""http://www.conscius.com"" rel=""nofollow"">Conscius</a></p>",7,0,0
1573,101,2012-06-26 21:14:05.357,SuperMykEl,2012-06-26 21:14:05.357,http://www.michaelmcculley.com,Texas,43,<p>I am the IT Manager for a SaaS company in TX.</p>,2,0,0
1574,21,2012-06-26 21:38:30.890,john,2012-06-26 21:38:30.890,NULL,NULL,NULL,NULL,1,0,0
1575,146,2012-06-26 23:34:58.860,BuildStarted,2013-03-25 19:11:19.967,http://buildstarted.com/,"Los Angeles, CA",67,"<p>Visit my blog at <a href=""http://buildstarted.com/"" rel=""nofollow"">http://buildstarted.com/</a> or follow me on <a href=""http://twitter.com/buildstarted"" rel=""nofollow"">http://twitter.com/buildstarted</a></p>  <h3>Check out Sourceget. The fusion of Github and Nuget at <a href=""http://sourceget.org"" rel=""nofollow"">http://sourceget.org</a>.</h3>  <h3>Check out CSharpTube. Gathering the best videos for c# and .net development in general from the web at <a href=""http://csharptube.com"" rel=""nofollow"">http://csharptube.com</a></h3>",1,2,0
1576,46,2012-06-27 00:32:36.123,Kristian,2012-06-27 00:49:22.680,NULL,NULL,NULL,NULL,3,0,0
1577,168,2012-06-27 05:18:52.743,naxa,2014-05-05 08:57:44.633,NULL,NULL,NULL,NULL,1,4,0
1578,1,2012-06-27 05:50:12.700,Sharon Moore,2012-06-28 04:49:26.777,NULL,NULL,NULL,NULL,1,0,0
1580,21,2012-06-27 10:56:35.447,rockyf,2012-07-15 23:13:17.773,NULL,NULL,NULL,NULL,2,0,0
1582,148,2012-06-27 14:21:57.600,Xonatron,2014-06-03 15:26:37.023,http://xona.com/,"Yarmouth, Nova Scotia, Canada",NULL,"<p><a href=""http://xona.com/matt/"" rel=""nofollow"">Matthew Doucette</a>, Game Producer of <a href=""http://xona.com/"" rel=""nofollow"">Xona Games</a>, an award-winning <a href=""http://xona.com/games/"" rel=""nofollow"">indie game</a> studio known for developing <a href=""http://xona.com/japan/"" rel=""nofollow"">#1 shmup hits in Japan</a> and winning <a href=""http://xona.com/awards.html"" rel=""nofollow"">$180,000 in awards</a>.</p>  <ul> <li>2013-present: Game Producer, <a href=""http://xona.com/"" rel=""nofollow"">Xona Games</a></li> <li>2012-2013: Lead Programmer, Marroni Games</li> <li>2011-2012: Venture Capitalist, <a href=""http://xona.com/"" rel=""nofollow"">Xona Games</a> </li> <li>2011-2012: Software Development Engineer, <a href=""http://web.com/"" rel=""nofollow"">Web.com</a></li> <li>2010-2011: <a href=""http://xona.com/xblig/"" rel=""nofollow"">Xbox LIVE Indie Games Advocate</a>: <a href=""http://xona.com/proposal/"" rel=""nofollow"">Xona Proposal</a></li> <li>2010: Co-founded <a href=""http://xona.com/"" rel=""nofollow"">Xona Games</a></li> <li>2008-2013: Game Producer, <a href=""http://xona.com/"" rel=""nofollow"">Xona Games</a></li> <li>2004: Coined ""<a href=""http://en.wikipedia.org/wiki/Domain_hack"" rel=""nofollow"">Domain Hack</a>""</li> <li>2004-2008: Programmer, <a href=""http://xona.com/escape/"" rel=""nofollow"">eScape</a></li> <li>2003: Venture Capitalist, <a href=""http://xona.com/escape/"" rel=""nofollow"">eScape</a></li> <li>2000-2003: Web Entrepreneur: Web Hosting &amp; Scripting</li> <li>1995-2003: Music Composer, <a href=""http://soundcloud.com/xonatron"" rel=""nofollow"">Xonatron</a></li> <li>1995-1999: <a href=""http://cs.acadiau.ca/"" rel=""nofollow"">Bachelor of Computer Science</a>, <a href=""http://acadiau.ca/"" rel=""nofollow"">Acadia University</a></li> </ul>",6,7,0
1583,266,2012-06-27 20:22:53.257,Gorchestopher H,2014-07-08 15:30:14.647,NULL,NULL,NULL,NULL,7,1,0
1584,1,2012-06-28 08:43:41.357,jsxtech,2014-07-17 15:55:57.903,http://www.jsxtech.com,India,34,<p>Jaspal Singh aka jsxtech</p>,0,0,0
1585,194,2012-06-28 10:41:18.570,hbdgaf,2014-04-17 20:43:25.840,http://randomsoftware.tumblr.com/,United States,33,"<p><a href=""http://aking1012.tumblr.com/"" rel=""nofollow"">My thoughts</a><br> <a href=""https://launchpad.net/~aking1012-com"" rel=""nofollow"">Me on launchpad PPA</a><br> Evidently one of my mini-apps was useful enough to make it on to <a href=""http://www.webupd8.org/2012/06/lens-toggle-quickly-enable-disable.html"" rel=""nofollow"">Webupd8</a><br> Do you use/like that app?  Maybe you want to help fund a cryptogram game  </p>  <p>Hit my daily rep cap for the first time Nov 22 2010<br> Just made it to page 3 ons SU on dec 31 in users ranked by rep..<br> yay....first gold badge.  unsung hero  </p>  <p>I use various linux distros as my primary OSes of choice(tending to stay away from rpm based).  </p>  <p>Moving into using FreeBSD as my primary OS.</p>  <p>--Resume--</p>  <p>Degrees<br> BS:IT focus Network Security<br> MS:ISA</p>  <p>Certifications<br> G2700<br> Certified Ethical Hacker, CHFI, EDRP<br> CCNA, CCNA Security, CCIE Candidate(CCIE written now expired, the others are current)<br> MCITP Enterprise administrator server 2k8/Vista<br> Network+, Security+, Project+(all lifetime)<br> CIW Associate, Professional, Javascript, Database<br> CNSS 4011 recognition  </p>  <p>Accomplishments<br> 1st in the state, 6th in the nation networking concepts Phi Beta Lambda leadership conferences (it's like the college version of FBLA)<br> On the national science olympiad team from my high school<br> Kenpo - black belt  </p>  <p>Experience<br> 7 yrs in small business IT services (varied)<br> --/Resume--  </p>  <p>Favourite quotations:<br> ""A failure to plan on your part does not constitute an emergency on my part"" --Unknown<br> ""If debugging is the process of removing bugs, then programming must be the process of putting them in"" --Edsger Dijkstra  </p>",1,0,0
1586,28,2012-03-17 04:00:30.490,Ricochet,2012-07-04 03:17:20.150,NULL,NULL,NULL,NULL,3,1,0
1587,101,2012-06-28 13:23:15.033,David Peterman,2013-01-07 02:03:47.290,NULL,Kentucky,26,NULL,0,1,0
1588,31,2012-06-28 19:09:58.037,user1588,2012-06-28 19:09:58.037,NULL,NULL,NULL,NULL,1,0,0
1589,101,2012-06-28 19:30:01.427,dotancohen,2014-09-04 09:15:11.823,http://dotancohen.com,NULL,37,NULL,0,7,0
1590,101,2012-06-28 21:23:10.570,Kyra,2012-06-28 21:23:10.570,NULL,Canada,26,<p>Software Developer in VB.NET</p>,0,2,0
1591,101,2012-06-28 23:32:36.943,bogus,2013-06-08 00:54:23.633,NULL,NULL,NULL,NULL,0,0,0
1592,101,2012-06-29 07:37:12.437,D-Shan,2014-05-26 07:59:16.573,http://stackoverflow.com/users/943752/d-shan,Sri Lanka,27,<p>Enthusiastic Programmer ;)</p>,0,20,0
1593,101,2012-06-29 10:04:15.990,Rodrigue,2012-06-29 10:04:15.990,NULL,"Dublin, Ireland",NULL,NULL,0,2,0
1594,1,2012-06-29 10:54:37.643,deniro,2012-06-29 12:06:44.130,,NULL,NULL,,1,0,0
1597,101,2012-06-29 14:16:13.440,Fabricio Araujo,2014-06-26 05:20:27.670,NULL,"Rio de Janeiro, Brazil",40,"<p>I'm a Delphi developer mainly, with 12+ years of experience, having done things ranging from ActiveX controls, maintaing and evolving systems to  creating an (private) web service acting as business layer in Delphi.net.</p>  <p>I have some experience with C#/Vb.net too.</p>",1,1,0
1598,342,2012-06-29 15:23:53.800,Alex,2014-09-11 23:08:13.607,http://alexsolution.com,"Montreal, Canada",NULL,<p>.NET Developer</p>,1,90,0
1599,1,2012-06-29 16:14:13.500,powelljf3,2012-06-29 16:14:13.500,http://www.frailmoon.org,"South Jordan, UT",49,"<p>Having started programming back in the days of ASM, Fortran, Pascal and COBOL then working my way through the current languages, I have had a pretty diverse career.  It is never boring.</p>  <p>I began working on RADAR, then the Harrier, my last two positions have both been for hospitals and it has been a lot of fun.</p>",0,0,0
1600,1,2012-06-30 09:14:01.507,Pankaj Jindal,2012-06-30 09:14:01.507,http://home.iitk.ac.in/~pankajj,IIT Kanpur,23,"<p>3rd Year B.Tech Student in CSE Department at IIT Kanpur. </p>  <p>Code, Sleep, Eat</p>",0,0,0
1601,1,2012-06-30 10:14:57.953,Shashank,2012-07-03 10:10:27.080,http://www.beyond.com/shashanksinghvi,India,24,"<p>If you are looking for a young guy who understands the importance of being a profit- center for your organization, you are looking for me!</p>  <p>Your team could surely use a sharp mind of a quick-learner. With me on your team you would always have someone who can walk the extra mile and contribute a little more than your expectations.</p>  <p>Let me be a part of your team, and get it a very reliable asset.</p>  <p>Thanks in advance for checking me out.</p>",0,0,0
1602,11,2012-06-30 16:29:46.990,Hanna Louise Miller,2012-06-30 16:29:46.990,NULL,NULL,NULL,NULL,0,0,0
1603,101,2012-06-30 16:43:28.207,Puggan Se,2012-06-30 16:43:28.207,http://puggan.se/,"Gothenburg, Sweden",30,"<p>I'm a nice guy, that like to share my knowledge</p>",1,0,0
1604,101,2012-07-01 02:38:33.333,alroc,2014-07-11 11:14:44.203,NULL,United States,NULL,NULL,0,1,0
1605,21,2012-07-01 06:43:01.023,YouStoleMyMojo,2012-07-01 06:43:01.023,NULL,NULL,NULL,NULL,0,0,0
1606,10889,2012-07-01 07:18:35.817,MJ6,2014-09-12 23:16:20.120,,NULL,NULL,<p>Librarian.</p>,298,308,17
1607,23,2012-07-01 08:35:01.463,Stella Lie,2012-07-03 00:32:42.747,http://stellalie.com,"Sydney, Australia",NULL,<p>OpenTTD enthusiast.</p>,3,0,0
1608,101,2012-07-01 16:19:58.463,Dipali,2012-07-01 16:19:58.463,http://stackoverflow.com/users/1472665/dipali,"Ahmadabad, India",26,<p>Android Developer</p>,0,0,0
1609,31,2012-07-01 19:51:58.753,Marie,2012-07-01 19:51:58.753,NULL,NULL,NULL,NULL,1,0,0
